ntasks,algo,freq,segment,task,seg_stopped,br,bs,fb,fc,mb,mc
4,rcb,1,1,2,0,268960,417792,4889256,3,4591432,3
4,rcb,1,1,3,0,0,686752,686752,1,686752,1
4,rcb,1,2,0,0,191096,0,6380456,3,6753008,3
4,rcb,1,2,1,0,44760,112976,4064216,3,3919632,3
4,rcb,1,2,2,0,31600,71280,4015600,3,3928160,3
4,rcb,1,2,3,0,0,83200,83200,1,83200,1
4,rcb,1,3,0,0,30608,0,6602768,3,6653784,3
4,rcb,1,3,1,0,5904,20128,3795952,3,3759464,3
4,rcb,1,3,2,0,3144,9664,1929448,2,1922920,2
4,rcb,1,3,3,0,0,9864,9864,1,9864,1
4,rcb,1,4,0,0,10296,0,3327032,2,3337344,2
4,rcb,1,4,1,0,2944,5048,1878712,2,1876608,2
4,rcb,1,4,2,0,0,4840,4840,1,4840,1
4,rcb,1,4,3,0,0,3352,3352,1,3352,1
4,rcb,1,5,0,0,0,0,0,0,0,0
4,rcb,1,5,1,0,0,0,0,0,0,0
4,rcb,1,5,2,0,0,0,0,0,0,0
4,rcb,1,5,3,0,0,0,0,0,0,0
4,rcbincr,1,1,0,0,987584,0,5190088,3,7167000,3
4,rcbincr,1,1,1,0,323136,475136,5000776,3,4696664,3
4,rcbincr,1,1,2,0,268960,417792,4889256,3,4591432,3
4,rcbincr,1,1,3,0,0,686752,686752,1,686752,1
4,rcbincr,1,2,0,0,186064,0,6375424,3,6737904,3
4,rcbincr,1,2,1,0,44880,108064,4059424,3,3924912,3
4,rcbincr,1,2,2,0,28440,71280,4012440,3,3918672,3
4,rcbincr,1,2,3,0,0,80040,80040,1,80040,1
4,rcbincr,1,3,0,0,20656,0,6582736,3,6613840,3
4,rcbincr,1,3,1,0,8952,5032,3793984,3,3793808,3
4,rcbincr,1,3,2,0,0,23880,23880,1,23880,1
4,rcbincr,1,3,3,0,9408,10104,19512,1,19512,1
4,rcbincr,1,4,0,0,5056,0,3306784,2,3311848,2
4,rcbincr,1,4,1,0,0,5056,5056,1,5056,1
4,rcbincr,1,4,2,0,3136,0,3136,1,3136,1
4,rcbincr,1,4,3,0,0,3136,3136,1,3136,1
4,rcbincr,1,5,0,0,0,0,0,0,0,0
4,rcbincr,1,5,1,0,0,0,0,0,0,0
4,rcbincr,1,5,2,0,0,0,0,0,0,0
4,rcbincr,1,5,3,0,0,0,0,0,0,0
8,hilbert,1,1,0,0,1048576,47056,2191264,2,6309640,12
8,hilbert,1,1,1,0,1210464,1048576,6625488,4,7003144,24
8,hilbert,1,1,2,0,930016,1048576,6060488,4,5847840,24
8,hilbert,1,1,3,0,769568,1044848,3628832,2,5205136,24
8,hilbert,1,1,4,0,698136,1048576,5600832,4,4904392,26
8,hilbert,1,1,5,0,629448,1011880,3282656,2,4641552,26
8,hilbert,1,1,6,0,1035936,1048576,6276432,4,6279584,24
8,hilbert,1,1,7,0,1024520,1048576,6249496,4,6223640,14
8,hilbert,1,2,0,0,25080,0,1554000,11,539312,13
8,hilbert,1,2,1,0,3712,25080,1765936,18,1976848,22
8,hilbert,1,2,2,0,2040,3712,170128,16,200240,20
8,hilbert,1,2,3,0,24344,2040,1580640,22,1627152,24
8,hilbert,1,2,4,0,0,72808,223104,20,826896,20
8,hilbert,1,2,5,0,48464,33600,3656008,28,1570768,24
8,hilbert,1,2,6,0,33600,141984,1632608,21,1699880,29
8,hilbert,1,2,7,0,141984,0,2389824,14,2639240,20
8,hilbert,1,3,0,0,2688,0,501744,12,499392,12
8,hilbert,1,3,1,0,0,4168,38816,14,15920,18
8,hilbert,1,3,2,0,1480,5168,175264,18,275056,24
8,hilbert,1,3,3,0,6568,0,112976,21,180624,21
8,hilbert,1,3,4,0,888,1400,94144,16,642472,18
8,hilbert,1,3,5,0,0,3624,1308080,18,1362352,18
8,hilbert,1,3,6,0,2736,17960,1137616,28,1240784,22
8,hilbert,1,3,7,0,17960,0,304000,18,315296,14
8,hilbert,1,4,0,0,2736,0,515984,12,526368,10
8,hilbert,1,4,1,0,440,2736,53648,20,62208,10
8,hilbert,1,4,2,0,464,440,5744,18,6240,8
8,hilbert,1,4,3,0,144,464,7600,16,6592,12
8,hilbert,1,4,4,0,568,144,25600,10,13344,10
8,hilbert,1,4,5,0,0,976,1347440,16,1334288,14
8,hilbert,1,4,6,0,408,3192,1166992,20,1188688,16
8,hilbert,1,4,7,0,3192,0,56240,12,83456,10
8,hilbert,1,5,0,0,0,0,0,0,0,0
8,hilbert,1,5,1,0,0,0,0,0,0,0
8,hilbert,1,5,2,0,0,0,0,0,0,0
8,hilbert,1,5,3,0,0,0,0,0,0,0
8,hilbert,1,5,4,0,0,0,0,0,0,0
8,hilbert,1,5,5,0,0,0,0,0,0,0
8,hilbert,1,5,6,0,0,0,0,0,0,0
8,hilbert,1,5,7,0,0,0,0,0,0,0
8,gilbert,1,1,0,0,1048576,10968,2119088,2,6332168,14
8,gilbert,1,1,1,0,1171664,1048576,6547888,4,6845592,30
8,gilbert,1,1,2,0,933528,1048576,6067512,4,5867824,24
8,gilbert,1,1,3,0,763144,1045648,3617584,2,5182208,26
8,gilbert,1,1,4,0,694224,1048576,5593008,4,4892536,32
8,gilbert,1,1,5,0,639784,1031288,3342144,2,4672064,24
8,gilbert,1,1,6,0,1042072,1048576,6288704,4,6302592,24
8,gilbert,1,1,7,0,1037792,1048576,6276040,4,6263480,14
8,gilbert,1,2,0,0,5872,0,4003360,12,4017640,8
8,gilbert,1,2,1,0,5448,5872,340288,24,367368,20
8,gilbert,1,2,2,0,2672,5448,1649152,20,1656800,16
8,gilbert,1,2,3,0,29192,2672,3689424,26,1632832,16
8,gilbert,1,2,4,0,0,65072,292400,28,876120,24
8,gilbert,1,2,5,0,35880,15288,1244736,22,1472592,20
8,gilbert,1,2,6,0,15288,127608,1618640,22,1638528,24
8,gilbert,1,2,7,0,127608,0,2361120,14,2606104,18
8,gilbert,1,3,0,0,2400,0,6384360,12,4233384,12
8,gilbert,1,3,1,0,0,2432,1960208,10,1969112,8
8,gilbert,1,3,2,0,96,0,96,1,24672,5
8,gilbert,1,3,3,0,2832,64,21632,12,45376,10
8,gilbert,1,3,4,0,2928,2832,657504,18,608624,10
8,gilbert,1,3,5,0,0,4360,3696248,20,1391952,18
8,gilbert,1,3,6,0,1432,13208,1110128,20,1087232,12
8,gilbert,1,3,7,0,13208,0,287936,16,296448,10
8,gilbert,1,4,0,0,1128,0,191136,10,138832,8
8,gilbert,1,4,1,0,24,1128,2157264,10,2072216,12
8,gilbert,1,4,2,0,184,24,1648096,10,1594800,8
8,gilbert,1,4,3,0,224,184,1596432,10,1585696,8
8,gilbert,1,4,4,0,0,656,9184,6,12096,10
8,gilbert,1,4,5,0,432,16,48568,9,28272,9
8,gilbert,1,4,6,0,16,2256,23920,7,59696,9
8,gilbert,1,4,7,0,2256,0,284512,10,275712,10
8,gilbert,1,5,0,0,0,0,0,0,0,0
8,gilbert,1,5,1,0,0,0,0,0,0,0
8,gilbert,1,5,2,0,0,0,0,0,0,0
8,gilbert,1,5,3,0,0,0,0,0,0,0
8,gilbert,1,5,4,0,0,0,0,0,0,0
8,gilbert,1,5,5,0,0,0,0,0,0,0
8,gilbert,1,5,6,0,0,0,0,0,0,0
8,gilbert,1,5,7,0,0,0,0,0,0,0
8,rcb,1,1,0,0,1080400,301056,3484760,3,5045232,3
8,rcb,1,1,1,0,1026064,747520,3880992,3,4439976,3
8,rcb,1,1,2,0,308896,241664,2653864,3,2788168,3
8,rcb,1,1,3,0,359328,550560,3017296,3,2633072,3
8,rcb,1,1,4,0,641024,693008,3441440,3,3332912,3
8,rcb,1,1,5,0,477600,641024,3221928,3,2897536,3
8,rcb,1,1,6,0,442368,803200,3352976,3,2629168,3
8,rcb,1,1,7,0,246512,604160,2953976,3,2237456,3
8,rcb,1,2,0,0,196328,0,3868040,3,4253088,3
8,rcb,1,2,1,0,120216,180288,2979048,3,2846720,3
8,rcb,1,2,2,0,11904,62304,2317808,3,2210872,3
8,rcb,1,2,3,0,14880,59776,1806336,3,1707704,3
8,rcb,1,2,4,0,84888,12520,2101984,3,2241200,3
8,rcb,1,2,5,0,44016,96008,1927544,3,1814768,3
8,rcb,1,2,6,0,59736,52656,1504104,3,1510112,3
8,rcb,1,2,7,0,0,68416,68416,1,68416,1
8,rcb,1,3,0,0,28488,0,4093512,3,4142272,3
8,rcb,1,3,1,0,22192,25240,2605768,3,2587560,3
8,rcb,1,3,2,0,0,11456,11456,1,11456,1
8,rcb,1,3,3,0,2944,8736,832280,2,826432,2
8,rcb,1,3,4,0,9408,2720,2161792,3,2169312,3
8,rcb,1,3,5,0,3136,11528,856248,2,847824,2
8,rcb,1,3,6,0,3136,4904,710936,2,709152,2
8,rcb,1,3,7,0,0,4720,4720,1,4720,1
8,rcb,1,4,0,0,5056,0,2066104,2,2071168,2
8,rcb,1,4,1,0,5056,5056,1286240,2,1286240,2
8,rcb,1,4,2,0,0,2864,2864,1,2864,1
8,rcb,1,4,3,0,0,2192,2192,1,2192,1
8,rcb,1,4,4,0,0,0,0,0,0,0
8,rcb,1,4,5,0,0,0,0,0,0,0
8,rcb,1,4,6,0,0,0,0,0,0,0
8,rcb,1,4,7,0,0,0,0,0,0,0
8,rcb,1,5,0,0,0,0,0,0,0,0
8,rcb,1,5,1,0,0,0,0,0,0,0
8,rcb,1,5,2,0,0,0,0,0,0,0
8,rcb,1,5,3,0,0,0,0,0,0,0
8,rcb,1,5,4,0,0,0,0,0,0,0
8,rcb,1,5,5,0,0,0,0,0,0,0
8,rcb,1,5,6,0,0,0,0,0,0,0
8,rcb,1,5,7,0,0,0,0,0,0,0
8,rcbincr,1,1,0,0,1048152,317440,3468896,3,4932016,3
8,rcbincr,1,1,1,0,1018272,731136,3856816,3,4432960,3
8,rcbincr,1,1,2,0,306432,231424,2641160,3,2791040,3
8,rcbincr,1,1,3,0,354312,537856,2999576,3,2630800,3
8,rcbincr,1,1,4,0,638976,686656,3433040,3,3333136,3
8,rcbincr,1,1,5,0,482224,638976,3224504,3,2913504,3
8,rcbincr,1,1,6,0,442368,798016,3347792,3,2634400,3
8,rcbincr,1,1,7,0,252880,602112,2958296,3,2258640,3
8,rcbincr,1,2,0,0,124600,0,3698872,3,3940424,3
8,rcbincr,1,2,1,0,0,124600,124600,1,124600,1
8,rcbincr,1,2,2,0,3192,0,1132792,2,1135992,2
8,rcbincr,1,2,3,0,0,3192,3192,1,3192,1
8,rcbincr,1,2,4,0,60952,0,2074168,3,2190512,3
8,rcbincr,1,2,5,0,0,60952,60952,1,60952,1
8,rcbincr,1,2,6,0,44912,0,1447088,3,1528864,3
8,rcbincr,1,2,7,0,0,44912,44912,1,44912,1
8,rcbincr,1,3,0,0,130456,0,3954328,3,4207424,3
8,rcbincr,1,3,1,0,145456,104664,2945800,3,2766024,3
8,rcbincr,1,3,2,0,14920,73424,2353944,3,2230744,3
8,rcbincr,1,3,3,0,23872,71080,1842152,3,1732384,3
8,rcbincr,1,3,4,0,34584,21184,2191192,3,2212152,3
8,rcbincr,1,3,5,0,47160,51160,1899280,3,1760472,3
8,rcbincr,1,3,6,0,22008,61880,1576112,3,1487904,3
8,rcbincr,1,3,7,0,0,35064,35064,1,35064,1
8,rcbincr,1,4,0,0,18392,0,4103640,3,4132176,3
8,rcbincr,1,4,1,0,27240,15144,2570384,3,2582512,3
8,rcbincr,1,4,2,0,0,14320,14320,1,14320,1
8,rcbincr,1,4,3,0,2944,10920,836664,2,828616,2
8,rcbincr,1,4,4,0,3136,2736,1087008,2,1087408,2
8,rcbincr,1,4,5,0,3136,5240,843656,2,841536,2
8,rcbincr,1,4,6,0,0,4912,4912,1,4912,1
8,rcbincr,1,4,7,0,0,1576,1576,1,1576,1
8,rcbincr,1,5,0,0,5056,0,2066104,2,2071168,2
8,rcbincr,1,5,1,0,5056,5056,1286240,2,1286240,2
8,rcbincr,1,5,2,0,0,2864,2864,1,2864,1
8,rcbincr,1,5,3,0,0,2192,2192,1,2192,1
8,rcbincr,1,5,4,0,0,0,0,0,0,0
8,rcbincr,1,5,5,0,0,0,0,0,0,0
8,rcbincr,1,5,6,0,0,0,0,0,0,0
8,rcbincr,1,5,7,0,0,0,0,0,0,0
16,hilbert,1,1,0,0,693760,0,1915912,4,3313192,14
16,hilbert,1,1,1,0,354816,35872,781376,2,1712992,24
16,hilbert,1,1,2,0,675424,524288,2929872,4,3255344,20
16,hilbert,1,1,3,0,501096,524288,3107568,4,3073000,28
16,hilbert,1,1,4,0,417216,524288,2937744,4,2736160,30
16,hilbert,1,1,5,0,513664,524288,3128584,4,3122880,28
16,hilbert,1,1,6,0,402512,498664,1802352,2,2660320,24
16,hilbert,1,1,7,0,371176,524288,2845664,4,2558800,32
16,hilbert,1,1,8,0,339800,524288,2782912,4,2421872,26
16,hilbert,1,1,9,0,302280,524288,2709936,4,2277368,28
16,hilbert,1,1,10,0,327512,524288,2756280,4,2370208,30
16,hilbert,1,1,11,0,353872,523184,1754112,2,2478144,22
16,hilbert,1,1,12,0,417232,524288,2939840,4,2732160,22
16,hilbert,1,1,13,0,490936,524288,3085184,4,3040912,22
16,hilbert,1,1,14,0,653384,524288,3410080,4,3688192,18
16,hilbert,1,1,15,0,534496,524288,3170248,4,3200056,10
16,hilbert,1,2,0,0,36792,0,157552,10,362320,16
16,hilbert,1,2,1,0,23208,36792,357376,15,423936,21
16,hilbert,1,2,2,0,28376,23208,1111296,18,1488528,22
16,hilbert,1,2,3,0,22872,28376,270656,22,423352,20
16,hilbert,1,2,4,0,20712,22872,755232,28,848112,20
16,hilbert,1,2,5,0,20360,20712,993568,26,1130816,22
16,hilbert,1,2,6,0,13080,20360,74320,16,247168,16
16,hilbert,1,2,7,0,20664,13080,350832,28,376560,22
16,hilbert,1,2,8,0,13680,20664,241920,24,617440,20
16,hilbert,1,2,9,0,8992,13680,176288,22,283192,18
16,hilbert,1,2,10,0,0,15904,53936,22,40064,12
16,hilbert,1,2,11,0,6912,1112,1650688,20,613232,12
16,hilbert,1,2,12,0,4400,0,302112,18,301752,16
16,hilbert,1,2,13,0,7112,3288,682128,16,679376,18
16,hilbert,1,2,14,0,5432,7112,1129424,14,1315480,20
16,hilbert,1,2,15,0,0,5432,94304,6,153224,10
16,hilbert,1,3,0,0,0,12128,47824,14,72288,14
16,hilbert,1,3,1,0,19392,0,763024,22,254160,22
16,hilbert,1,3,2,0,4840,7264,36528,14,122544,12
16,hilbert,1,3,3,0,2096,4840,57504,14,58832,12
16,hilbert,1,3,4,0,0,6144,37920,12,98608,14
16,hilbert,1,3,5,0,8128,0,1243136,24,1082624,16
16,hilbert,1,3,6,0,720,4080,441584,14,526544,14
16,hilbert,1,3,7,0,800,720,29584,15,34304,15
16,hilbert,1,3,8,0,776,800,22352,10,205432,12
16,hilbert,1,3,9,0,0,1776,36768,9,52624,13
16,hilbert,1,3,10,0,1000,584,12912,12,22880,16
16,hilbert,1,3,11,0,584,128,3088,8,7128,14
16,hilbert,1,3,12,0,128,384,7600,10,12536,12
16,hilbert,1,3,13,0,384,528,73264,12,70288,14
16,hilbert,1,3,14,0,2056,0,1287264,20,1290464,20
16,hilbert,1,3,15,0,0,1528,4032,8,75280,8
16,hilbert,1,4,0,0,7024,0,65904,14,24432,10
16,hilbert,1,4,1,0,3072,7024,668768,21,735272,21
16,hilbert,1,4,2,0,568,3072,1262544,14,1232624,18
16,hilbert,1,4,3,0,328,568,6912,8,81352,14
16,hilbert,1,4,4,0,0,488,3024,8,16848,8
16,hilbert,1,4,5,0,976,0,92832,14,72080,12
16,hilbert,1,4,6,0,72,816,2400,8,2192,4
16,hilbert,1,4,7,0,40,72,1136,7,576,7
16,hilbert,1,4,8,0,24,40,200,3,13704,7
16,hilbert,1,4,9,0,56,24,15312,8,16528,8
16,hilbert,1,4,10,0,0,96,1136,9,888,7
16,hilbert,1,4,11,0,40,0,992,8,656,4
16,hilbert,1,4,12,0,8,0,2360,3,8,1
16,hilbert,1,4,13,0,0,56,1576,7,936,5
16,hilbert,1,4,14,0,448,0,77696,12,89248,12
16,hilbert,1,4,15,0,0,400,1248,6,38320,4
16,hilbert,1,5,0,0,0,0,0,0,0,0
16,hilbert,1,5,1,0,0,0,0,0,0,0
16,hilbert,1,5,2,0,0,0,0,0,0,0
16,hilbert,1,5,3,0,0,0,0,0,0,0
16,hilbert,1,5,4,0,0,0,0,0,0,0
16,hilbert,1,5,5,0,0,0,0,0,0,0
16,hilbert,1,5,6,0,0,0,0,0,0,0
16,hilbert,1,5,7,0,0,0,0,0,0,0
16,hilbert,1,5,8,0,0,0,0,0,0,0
16,hilbert,1,5,9,0,0,0,0,0,0,0
16,hilbert,1,5,10,0,0,0,0,0,0,0
16,hilbert,1,5,11,0,0,0,0,0,0,0
16,hilbert,1,5,12,0,0,0,0,0,0,0
16,hilbert,1,5,13,0,0,0,0,0,0,0
16,hilbert,1,5,14,0,0,0,0,0,0,0
16,hilbert,1,5,15,0,0,0,0,0,0,0
16,gilbert,1,1,0,0,680632,0,1889656,4,3262760,20
16,gilbert,1,1,1,0,367944,103616,943120,2,2018448,28
16,gilbert,1,1,2,0,701832,524288,2982688,4,3353872,24
16,gilbert,1,1,3,0,511296,524288,3127968,4,3125928,30
16,gilbert,1,1,4,0,422560,524288,2948432,4,2762192,24
16,gilbert,1,1,5,0,519560,524288,3140376,4,3158512,26
16,gilbert,1,1,6,0,391880,478768,1741296,2,2638288,22
16,gilbert,1,1,7,0,376816,524288,2856944,4,2572208,30
16,gilbert,1,1,8,0,343568,524288,2790448,4,2435952,26
16,gilbert,1,1,9,0,305432,524288,2716240,4,2297848,26
16,gilbert,1,1,10,0,329304,524288,2759864,4,2376688,24
16,gilbert,1,1,11,0,350152,519752,1739808,2,2467104,26
16,gilbert,1,1,12,0,422568,524288,2950512,4,2752448,26
16,gilbert,1,1,13,0,489472,524288,3082256,4,3031968,24
16,gilbert,1,1,14,0,653072,524288,3409456,4,3698400,24
16,gilbert,1,1,15,0,527504,524288,3156264,4,3171416,12
16,gilbert,1,2,0,0,50600,0,163072,16,390992,12
16,gilbert,1,2,1,0,73128,50600,597968,22,959040,22
16,gilbert,1,2,2,0,66120,73128,1325232,22,1669776,22
16,gilbert,1,2,3,0,51872,66120,587632,26,673296,26
16,gilbert,1,2,4,0,51504,51872,894816,22,975456,24
16,gilbert,1,2,5,0,37784,51504,1140736,24,1204640,20
16,gilbert,1,2,6,0,23656,37784,702800,20,995696,24
16,gilbert,1,2,7,0,25488,23656,348016,28,806640,24
16,gilbert,1,2,8,0,14592,25488,258944,24,629088,28
16,gilbert,1,2,9,0,6624,14592,162736,18,229168,22
16,gilbert,1,2,10,0,0,16856,43904,14,36176,4
16,gilbert,1,2,11,0,10232,4520,1653104,24,624320,8
16,gilbert,1,2,12,0,4520,5520,288160,22,314920,16
16,gilbert,1,2,13,0,5520,672,198624,18,224208,18
16,gilbert,1,2,14,0,1008,0,123552,18,107360,14
16,gilbert,1,2,15,0,0,336,1440,6,38448,6
16,gilbert,1,3,0,0,0,13360,51040,10,90192,12
16,gilbert,1,3,1,0,32528,0,395504,21,508896,23
16,gilbert,1,3,2,0,8088,19168,1138784,20,1454016,24
16,gilbert,1,3,3,0,4048,8088,144352,20,277944,18
16,gilbert,1,3,4,0,0,12736,457312,20,550656,16
16,gilbert,1,3,5,0,14824,0,1211472,22,1086864,14
16,gilbert,1,3,6,0,872,6136,468512,16,531200,14
16,gilbert,1,3,7,0,1048,872,33040,16,35280,18
16,gilbert,1,3,8,0,840,1048,23616,18,205328,14
16,gilbert,1,3,9,0,0,1544,26752,14,41472,10
16,gilbert,1,3,10,0,704,816,21536,4,20176,8
16,gilbert,1,3,11,0,816,8,339432,7,338952,13
16,gilbert,1,3,12,0,8,224,10728,9,11792,7
16,gilbert,1,3,13,0,224,120,2096,8,2304,8
16,gilbert,1,3,14,0,200,0,25488,9,46920,13
16,gilbert,1,3,15,0,0,80,544,4,21056,6
16,gilbert,1,4,0,0,7536,0,82528,12,25376,10
16,gilbert,1,4,1,0,6416,7536,631808,20,713608,20
16,gilbert,1,4,2,0,848,6416,886704,20,216848,18
16,gilbert,1,4,3,0,488,848,33488,14,53712,14
16,gilbert,1,4,4,0,0,936,20848,10,43248,14
16,gilbert,1,4,5,0,1616,0,77360,12,73392,16
16,gilbert,1,4,6,0,88,1168,166240,10,62400,8
16,gilbert,1,4,7,0,40,88,1472,10,752,6
16,gilbert,1,4,8,0,32,40,3984,4,5096,6
16,gilbert,1,4,9,0,48,32,4072,3,5664,7
16,gilbert,1,4,10,0,0,120,432,4,9968,10
16,gilbert,1,4,11,0,136,0,2480,7,7312,11
16,gilbert,1,4,12,0,64,64,6488,5,135776,11
16,gilbert,1,4,13,0,72,64,992,6,1824,8
16,gilbert,1,4,14,0,32,72,2176,9,12976,9
16,gilbert,1,4,15,0,0,32,64,2,64,2
16,gilbert,1,5,0,0,0,0,0,0,0,0
16,gilbert,1,5,1,0,0,0,0,0,0,0
16,gilbert,1,5,2,0,0,0,0,0,0,0
16,gilbert,1,5,3,0,0,0,0,0,0,0
16,gilbert,1,5,4,0,0,0,0,0,0,0
16,gilbert,1,5,5,0,0,0,0,0,0,0
16,gilbert,1,5,6,0,0,0,0,0,0,0
16,gilbert,1,5,7,0,0,0,0,0,0,0
16,gilbert,1,5,8,0,0,0,0,0,0,0
16,gilbert,1,5,9,0,0,0,0,0,0,0
16,gilbert,1,5,10,0,0,0,0,0,0,0
16,gilbert,1,5,11,0,0,0,0,0,0,0
16,gilbert,1,5,12,0,0,0,0,0,0,0
16,gilbert,1,5,13,0,0,0,0,0,0,0
16,gilbert,1,5,14,0,0,0,0,0,0,0
16,gilbert,1,5,15,0,0,0,0,0,0,0
16,rcb,1,1,0,0,698632,0,1751312,3,3150736,3
16,rcb,1,1,1,0,745760,524288,2324784,3,2769792,3
16,rcb,1,1,2,0,734400,524288,2313424,3,2735304,3
16,rcb,1,1,3,0,394248,382016,1833064,3,1857624,3
16,rcb,1,1,4,0,319936,282624,1657296,3,1732992,3
16,rcb,1,1,5,0,132240,167936,1352856,3,1281568,3
16,rcb,1,1,6,0,281040,372304,1710144,3,1526960,3
16,rcb,1,1,7,0,155400,298888,1509024,3,1220880,3
16,rcb,1,1,8,0,292512,227328,1574576,3,1705952,3
16,rcb,1,1,9,0,494832,524288,2075920,3,2012960,3
16,rcb,1,1,10,0,447552,524288,2024520,3,1874576,3
16,rcb,1,1,11,0,125800,266768,1447304,3,1164256,3
16,rcb,1,1,12,0,184936,325928,1567664,3,1284496,3
16,rcb,1,1,13,0,341712,524288,1920736,3,1554272,3
16,rcb,1,1,14,0,337680,524288,1916704,3,1542240,3
16,rcb,1,1,15,0,0,217160,217160,1,217160,1
16,rcb,1,2,0,0,85944,0,2544312,3,2710152,3
