ntasks,algo,A,r,R,task,alloced,allocs,concurrent,freed,frees
64,hilbert,0.5,0.6,1.6,49,29360232,9,20971576,29360232,9
64,hilbert,0.5,0.6,1.6,50,29360232,9,20971576,29360232,9
64,hilbert,0.5,0.6,1.6,51,29360232,9,20971576,29360232,9
64,hilbert,0.5,0.6,1.6,52,29360232,9,20971576,29360232,9
64,hilbert,0.5,0.6,1.6,53,29360232,9,20971576,29360232,9
64,hilbert,0.5,0.6,1.6,54,29360232,9,20971576,29360232,9
64,hilbert,0.5,0.6,1.6,55,29360232,9,20971576,29360232,9
64,hilbert,0.5,0.6,1.6,56,29360232,9,20971576,29360232,9
64,hilbert,0.5,0.6,1.6,57,29360232,9,20971576,29360232,9
64,hilbert,0.5,0.6,1.6,58,29360232,9,20971576,29360232,9
64,hilbert,0.5,0.6,1.6,59,29360232,9,20971576,29360232,9
64,hilbert,0.5,0.6,1.6,60,29360232,9,20971576,29360232,9
64,hilbert,0.5,0.6,1.6,61,29360232,9,20971576,29360232,9
64,hilbert,0.5,0.6,1.6,62,29360232,9,20971576,29360232,9
64,hilbert,0.5,0.6,1.6,63,29360232,9,20971576,29360232,9
64,hilbert,0.5,0.6,1.6,0,29360232,9,20971576,29360232,9
64,hilbert,0.5,0.6,1.6,1,29360232,9,20971576,29360232,9
64,hilbert,0.5,0.6,1.6,2,29360232,9,20971576,29360232,9
64,hilbert,0.5,0.6,1.6,3,29360232,9,20971576,29360232,9
64,hilbert,0.5,0.6,1.6,4,29360232,9,20971576,29360232,9
64,hilbert,0.5,0.6,1.6,5,29360232,9,20971576,29360232,9
64,hilbert,0.5,0.6,1.6,6,29360232,9,20971576,29360232,9
64,hilbert,0.5,0.6,1.6,7,29360232,9,20971576,29360232,9
64,hilbert,0.5,0.6,1.6,8,29360232,9,20971576,29360232,9
64,hilbert,0.5,0.6,1.6,9,29360232,9,20971576,29360232,9
64,hilbert,0.5,0.6,1.6,10,29360232,9,20971576,29360232,9
64,hilbert,0.5,0.6,1.6,11,29360232,9,20971576,29360232,9
64,hilbert,0.5,0.6,1.6,12,29360232,9,20971576,29360232,9
64,hilbert,0.5,0.6,1.6,13,29360232,9,20971576,29360232,9
64,hilbert,0.5,0.6,1.6,14,29360232,9,20971576,29360232,9
64,hilbert,0.5,0.6,1.6,15,29360232,9,20971576,29360232,9
64,hilbert,0.5,0.6,1.6,16,29360232,9,20971576,29360232,9
64,hilbert,0.5,0.6,1.6,17,29360232,9,20971576,29360232,9
64,hilbert,0.5,0.6,1.6,18,29360232,9,20971576,29360232,9
64,hilbert,0.5,0.6,1.6,19,29360232,9,20971576,29360232,9
64,hilbert,0.5,0.6,1.6,20,29360232,9,20971576,29360232,9
64,hilbert,0.5,0.6,1.6,21,29360232,9,20971576,29360232,9
64,hilbert,0.5,0.6,1.6,22,29360232,9,20971576,29360232,9
64,hilbert,0.5,0.6,1.6,23,29360232,9,20971576,29360232,9
64,hilbert,0.5,0.6,1.6,24,29360232,9,20971576,29360232,9
64,hilbert,0.5,0.6,1.6,25,29360232,9,20971576,29360232,9
64,hilbert,0.5,0.6,1.6,26,29360232,9,20971576,29360232,9
64,hilbert,0.5,0.6,1.6,27,29360232,9,20971576,29360232,9
64,hilbert,0.5,0.6,1.6,28,29360232,9,20971576,29360232,9
64,hilbert,0.5,0.6,1.6,29,29360232,9,20971576,29360232,9
64,hilbert,0.5,0.6,1.6,30,29360232,9,20971576,29360232,9
64,hilbert,0.5,0.6,1.6,31,29360232,9,20971576,29360232,9
64,hilbert,0.5,0.6,1.6,32,29360232,9,20971576,29360232,9
64,hilbert,0.5,0.6,1.6,33,29360232,9,20971576,29360232,9
64,hilbert,0.5,0.6,1.6,34,29360232,9,20971576,29360232,9
64,hilbert,0.5,0.6,1.6,35,29360232,9,20971576,29360232,9
64,hilbert,0.5,0.6,1.6,36,29360232,9,20971576,29360232,9
64,hilbert,0.5,0.6,1.6,37,29360232,9,20971576,29360232,9
64,hilbert,0.5,0.6,1.6,38,29360232,9,20971576,29360232,9
64,hilbert,0.5,0.6,1.6,39,29360232,9,20971576,29360232,9
64,hilbert,0.5,0.6,1.6,40,29360232,9,20971576,29360232,9
64,hilbert,0.5,0.6,1.6,41,29360232,9,20971576,29360232,9
64,hilbert,0.5,0.6,1.6,42,29360232,9,20971576,29360232,9
64,hilbert,0.5,0.6,1.6,43,29360232,9,20971576,29360232,9
64,hilbert,0.5,0.6,1.6,44,29360232,9,20971576,29360232,9
64,hilbert,0.5,0.6,1.6,45,29360232,9,20971576,29360232,9
64,hilbert,0.5,0.6,1.6,46,29360232,9,20971576,29360232,9
64,hilbert,0.5,0.6,1.6,47,29360232,9,20971576,29360232,9
64,hilbert,0.5,0.6,1.6,48,29360232,9,20971576,29360232,9
64,hilbert,0.5,0.6,1.6,49,29360232,9,20971576,29360232,9
64,hilbert,0.5,0.6,1.6,50,29360232,9,20971576,29360232,9
64,hilbert,0.5,0.6,1.6,51,29360232,9,20971576,29360232,9
64,hilbert,0.5,0.6,1.6,52,29360232,9,20971576,29360232,9
64,hilbert,0.5,0.6,1.6,53,29360232,9,20971576,29360232,9
64,hilbert,0.5,0.6,1.6,54,29360232,9,20971576,29360232,9
64,hilbert,0.5,0.6,1.6,55,29360232,9,20971576,29360232,9
64,hilbert,0.5,0.6,1.6,56,29360232,9,20971576,29360232,9
64,hilbert,0.5,0.6,1.6,57,29360232,9,20971576,29360232,9
64,hilbert,0.5,0.6,1.6,58,29360232,9,20971576,29360232,9
64,hilbert,0.5,0.6,1.6,59,29360232,9,20971576,29360232,9
64,hilbert,0.5,0.6,1.6,60,29360232,9,20971576,29360232,9
64,hilbert,0.5,0.6,1.6,61,29360232,9,20971576,29360232,9
64,hilbert,0.5,0.6,1.6,62,29360232,9,20971576,29360232,9
64,hilbert,0.5,0.6,1.6,63,29360232,9,20971576,29360232,9
64,hilbert,0.05,0.92,1.08,0,29360232,9,20971576,29360232,9
64,hilbert,0.05,0.92,1.08,1,29360232,9,20971576,29360232,9
64,hilbert,0.05,0.92,1.08,2,29360232,9,20971576,29360232,9
64,hilbert,0.05,0.92,1.08,3,29360232,9,20971576,29360232,9
64,hilbert,0.05,0.92,1.08,4,29360232,9,20971576,29360232,9
64,hilbert,0.05,0.92,1.08,5,29360232,9,20971576,29360232,9
64,hilbert,0.05,0.92,1.08,6,29360232,9,20971576,29360232,9
64,hilbert,0.05,0.92,1.08,7,29360232,9,20971576,29360232,9
64,hilbert,0.05,0.92,1.08,8,29360232,9,20971576,29360232,9
64,hilbert,0.05,0.92,1.08,9,29360232,9,20971576,29360232,9
64,hilbert,0.05,0.92,1.08,10,29360232,9,20971576,29360232,9
64,hilbert,0.05,0.92,1.08,11,29360232,9,20971576,29360232,9
64,hilbert,0.05,0.92,1.08,12,29360232,9,20971576,29360232,9
64,hilbert,0.05,0.92,1.08,13,29360232,9,20971576,29360232,9
64,hilbert,0.05,0.92,1.08,14,29360232,9,20971576,29360232,9
64,hilbert,0.05,0.92,1.08,15,29360232,9,20971576,29360232,9
64,hilbert,0.05,0.92,1.08,16,29360232,9,20971576,29360232,9
64,hilbert,0.05,0.92,1.08,17,29360232,9,20971576,29360232,9
64,hilbert,0.05,0.92,1.08,18,29360232,9,20971576,29360232,9
64,hilbert,0.05,0.92,1.08,19,29360232,9,20971576,29360232,9
64,hilbert,0.05,0.92,1.08,20,29360232,9,20971576,29360232,9
64,hilbert,0.05,0.92,1.08,21,29360232,9,20971576,29360232,9
64,hilbert,0.05,0.92,1.08,22,29360232,9,20971576,29360232,9
64,hilbert,0.05,0.92,1.08,23,29360232,9,20971576,29360232,9
64,hilbert,0.05,0.92,1.08,24,29360232,9,20971576,29360232,9
64,hilbert,0.05,0.92,1.08,25,29360232,9,20971576,29360232,9
64,hilbert,0.05,0.92,1.08,26,29360232,9,20971576,29360232,9
64,hilbert,0.05,0.92,1.08,27,29360232,9,20971576,29360232,9
64,hilbert,0.05,0.92,1.08,28,29360232,9,20971576,29360232,9
64,hilbert,0.05,0.92,1.08,29,29360232,9,20971576,29360232,9
64,hilbert,0.05,0.92,1.08,30,29360232,9,20971576,29360232,9
64,hilbert,0.05,0.92,1.08,31,29360232,9,20971576,29360232,9
64,hilbert,0.05,0.92,1.08,32,29360232,9,20971576,29360232,9
64,hilbert,0.05,0.92,1.08,33,29360232,9,20971576,29360232,9
64,hilbert,0.05,0.92,1.08,34,29360232,9,20971576,29360232,9
64,hilbert,0.05,0.92,1.08,35,29360232,9,20971576,29360232,9
64,hilbert,0.05,0.92,1.08,36,29360232,9,20971576,29360232,9
64,hilbert,0.05,0.92,1.08,37,29360232,9,20971576,29360232,9
64,hilbert,0.05,0.92,1.08,38,29360232,9,20971576,29360232,9
64,hilbert,0.05,0.92,1.08,39,29360232,9,20971576,29360232,9
64,hilbert,0.05,0.92,1.08,40,29360232,9,20971576,29360232,9
64,hilbert,0.05,0.92,1.08,41,29360232,9,20971576,29360232,9
64,hilbert,0.05,0.92,1.08,42,29360232,9,20971576,29360232,9
64,hilbert,0.05,0.92,1.08,43,29360232,9,20971576,29360232,9
64,hilbert,0.05,0.92,1.08,44,29360232,9,20971576,29360232,9
64,hilbert,0.05,0.92,1.08,45,29360232,9,20971576,29360232,9
64,hilbert,0.05,0.92,1.08,46,29360232,9,20971576,29360232,9
64,hilbert,0.05,0.92,1.08,47,29360232,9,20971576,29360232,9
64,hilbert,0.05,0.92,1.08,48,29360232,9,20971576,29360232,9
64,hilbert,0.05,0.92,1.08,49,29360232,9,20971576,29360232,9
64,hilbert,0.05,0.92,1.08,50,29360232,9,20971576,29360232,9
64,hilbert,0.05,0.92,1.08,51,29360232,9,20971576,29360232,9
64,hilbert,0.05,0.92,1.08,52,29360232,9,20971576,29360232,9
64,hilbert,0.05,0.92,1.08,53,29360232,9,20971576,29360232,9
64,hilbert,0.05,0.92,1.08,54,29360232,9,20971576,29360232,9
64,hilbert,0.05,0.92,1.08,55,29360232,9,20971576,29360232,9
64,hilbert,0.05,0.92,1.08,56,29360232,9,20971576,29360232,9
64,hilbert,0.05,0.92,1.08,57,29360232,9,20971576,29360232,9
64,hilbert,0.05,0.92,1.08,58,29360232,9,20971576,29360232,9
64,hilbert,0.05,0.92,1.08,59,29360232,9,20971576,29360232,9
64,hilbert,0.05,0.92,1.08,60,29360232,9,20971576,29360232,9
64,hilbert,0.05,0.92,1.08,61,29360232,9,20971576,29360232,9
64,hilbert,0.05,0.92,1.08,62,29360232,9,20971576,29360232,9
64,hilbert,0.05,0.92,1.08,63,29360232,9,20971576,29360232,9
64,hilbert,0.05,0.92,1.08,0,29360232,9,20971576,29360232,9
64,hilbert,0.05,0.92,1.08,1,29360232,9,20971576,29360232,9
64,hilbert,0.05,0.92,1.08,2,29360232,9,20971576,29360232,9
64,hilbert,0.05,0.92,1.08,3,29360232,9,20971576,29360232,9
64,hilbert,0.05,0.92,1.08,4,29360232,9,20971576,29360232,9
64,hilbert,0.05,0.92,1.08,5,29360232,9,20971576,29360232,9
64,hilbert,0.05,0.92,1.08,6,29360232,9,20971576,29360232,9
64,hilbert,0.05,0.92,1.08,7,29360232,9,20971576,29360232,9
64,hilbert,0.05,0.92,1.08,8,29360232,9,20971576,29360232,9
64,hilbert,0.05,0.92,1.08,9,29360232,9,20971576,29360232,9
64,hilbert,0.05,0.92,1.08,10,29360232,9,20971576,29360232,9
64,hilbert,0.05,0.92,1.08,11,29360232,9,20971576,29360232,9
64,hilbert,0.05,0.92,1.08,12,29360232,9,20971576,29360232,9
64,hilbert,0.05,0.92,1.08,13,29360232,9,20971576,29360232,9
64,hilbert,0.05,0.92,1.08,14,29360232,9,20971576,29360232,9
64,hilbert,0.05,0.92,1.08,15,29360232,9,20971576,29360232,9
64,hilbert,0.05,0.92,1.08,16,29360232,9,20971576,29360232,9
64,hilbert,0.05,0.92,1.08,17,29360232,9,20971576,29360232,9
64,hilbert,0.05,0.92,1.08,18,29360232,9,20971576,29360232,9
64,hilbert,0.05,0.92,1.08,19,29360232,9,20971576,29360232,9
64,hilbert,0.05,0.92,1.08,20,29360232,9,20971576,29360232,9
64,hilbert,0.05,0.92,1.08,21,29360232,9,20971576,29360232,9
64,hilbert,0.05,0.92,1.08,22,29360232,9,20971576,29360232,9
64,hilbert,0.05,0.92,1.08,23,29360232,9,20971576,29360232,9
64,hilbert,0.05,0.92,1.08,24,29360232,9,20971576,29360232,9
64,hilbert,0.05,0.92,1.08,25,29360232,9,20971576,29360232,9
64,hilbert,0.05,0.92,1.08,26,29360232,9,20971576,29360232,9
64,hilbert,0.05,0.92,1.08,27,29360232,9,20971576,29360232,9
64,hilbert,0.05,0.92,1.08,28,29360232,9,20971576,29360232,9
64,hilbert,0.05,0.92,1.08,29,29360232,9,20971576,29360232,9
64,hilbert,0.05,0.92,1.08,30,29360232,9,20971576,29360232,9
64,hilbert,0.05,0.92,1.08,31,29360232,9,20971576,29360232,9
64,hilbert,0.05,0.92,1.08,32,29360232,9,20971576,29360232,9
64,hilbert,0.05,0.92,1.08,33,29360232,9,20971576,29360232,9
64,hilbert,0.05,0.92,1.08,34,29360232,9,20971576,29360232,9
64,hilbert,0.05,0.92,1.08,35,29360232,9,20971576,29360232,9
64,hilbert,0.05,0.92,1.08,36,29360232,9,20971576,29360232,9
64,hilbert,0.05,0.92,1.08,37,29360232,9,20971576,29360232,9
64,hilbert,0.05,0.92,1.08,38,29360232,9,20971576,29360232,9
64,hilbert,0.05,0.92,1.08,39,29360232,9,20971576,29360232,9
64,hilbert,0.05,0.92,1.08,40,29360232,9,20971576,29360232,9
64,hilbert,0.05,0.92,1.08,41,29360232,9,20971576,29360232,9
64,hilbert,0.05,0.92,1.08,42,29360232,9,20971576,29360232,9
64,hilbert,0.05,0.92,1.08,43,29360232,9,20971576,29360232,9
64,hilbert,0.05,0.92,1.08,44,29360232,9,20971576,29360232,9
64,hilbert,0.05,0.92,1.08,45,29360232,9,20971576,29360232,9
64,hilbert,0.05,0.92,1.08,46,29360232,9,20971576,29360232,9
64,hilbert,0.05,0.92,1.08,47,29360232,9,20971576,29360232,9
64,hilbert,0.05,0.92,1.08,48,29360232,9,20971576,29360232,9
64,hilbert,0.05,0.92,1.08,49,29360232,9,20971576,29360232,9
64,hilbert,0.05,0.92,1.08,50,29360232,9,20971576,29360232,9
64,hilbert,0.05,0.92,1.08,51,29360232,9,20971576,29360232,9
64,hilbert,0.05,0.92,1.08,52,29360232,9,20971576,29360232,9
64,hilbert,0.05,0.92,1.08,53,29360232,9,20971576,29360232,9
64,hilbert,0.05,0.92,1.08,54,29360232,9,20971576,29360232,9
64,hilbert,0.05,0.92,1.08,55,29360232,9,20971576,29360232,9
64,hilbert,0.05,0.92,1.08,56,29360232,9,20971576,29360232,9
64,hilbert,0.05,0.92,1.08,57,29360232,9,20971576,29360232,9
64,hilbert,0.05,0.92,1.08,58,29360232,9,20971576,29360232,9
64,hilbert,0.05,0.92,1.08,59,29360232,9,20971576,29360232,9
64,hilbert,0.05,0.92,1.08,60,29360232,9,20971576,29360232,9
64,hilbert,0.05,0.92,1.08,61,29360232,9,20971576,29360232,9
64,hilbert,0.05,0.92,1.08,62,29360232,9,20971576,29360232,9
64,hilbert,0.05,0.92,1.08,63,29360232,9,20971576,29360232,9
64,rcb,,,,0,8395576,98,8395576,8388664,2
64,rcb,,,,1,8395576,98,8395576,8388664,2
64,rcb,,,,2,8395576,98,8395576,8388664,2
64,rcb,,,,3,8395576,98,8395576,8388664,2
64,rcb,,,,4,8395576,98,8395576,8388664,2
64,rcb,,,,5,8395576,98,8395576,8388664,2
64,rcb,,,,6,8395576,98,8395576,8388664,2
64,rcb,,,,7,8395576,98,8395576,8388664,2
64,rcb,,,,8,8395576,98,8395576,8388664,2
64,rcb,,,,9,8395576,98,8395576,8388664,2
64,rcb,,,,10,8395576,98,8395576,8388664,2
64,rcb,,,,11,8395576,98,8395576,8388664,2
64,rcb,,,,12,8395576,98,8395576,8388664,2
64,rcb,,,,13,8395576,98,8395576,8388664,2
64,rcb,,,,14,8395576,98,8395576,8388664,2
64,rcb,,,,15,8395576,98,8395576,8388664,2
64,rcb,,,,16,8395576,98,8395576,8388664,2
64,rcb,,,,17,8395576,98,8395576,8388664,2
64,rcb,,,,18,8395576,98,8395576,8388664,2
64,rcb,,,,19,8395576,98,8395576,8388664,2
64,rcb,,,,20,8395576,98,8395576,8388664,2
64,rcb,,,,21,8395576,98,8395576,8388664,2
64,rcb,,,,22,8395576,98,8395576,8388664,2
64,rcb,,,,23,8395576,98,8395576,8388664,2
64,rcb,,,,24,8395576,98,8395576,8388664,2
64,rcb,,,,25,8395576,98,8395576,8388664,2
64,rcb,,,,26,8395576,98,8395576,8388664,2
64,rcb,,,,27,8395576,98,8395576,8388664,2
64,rcb,,,,28,8395576,98,8395576,8388664,2
64,rcb,,,,29,8395576,98,8395576,8388664,2
64,rcb,,,,30,8395576,98,8395576,8388664,2
64,rcb,,,,31,8395576,98,8395576,8388664,2
64,rcb,,,,32,8395576,98,8395576,8388664,2
64,rcb,,,,33,8395576,98,8395576,8388664,2
64,rcb,,,,34,8395576,98,8395576,8388664,2
64,rcb,,,,35,8395576,98,8395576,8388664,2
64,rcb,,,,36,8395576,98,8395576,8388664,2
64,rcb,,,,37,8395576,98,8395576,8388664,2
64,rcb,,,,38,8395576,98,8395576,8388664,2
64,rcb,,,,39,8395576,98,8395576,8388664,2
64,rcb,,,,40,8395576,98,8395576,8388664,2
64,rcb,,,,41,8395576,98,8395576,8388664,2
64,rcb,,,,42,8395576,98,8395576,8388664,2
64,rcb,,,,43,8395576,98,8395576,8388664,2
64,rcb,,,,44,8395576,98,8395576,8388664,2
64,rcb,,,,45,8395576,98,8395576,8388664,2
64,rcb,,,,46,8395576,98,8395576,8388664,2
64,rcb,,,,47,8395576,98,8395576,8388664,2
64,rcb,,,,48,8395576,98,8395576,8388664,2
64,rcb,,,,49,8395576,98,8395576,8388664,2
64,rcb,,,,50,8395576,98,8395576,8388664,2
64,rcb,,,,51,8395576,98,8395576,8388664,2
64,rcb,,,,52,8395576,98,8395576,8388664,2
64,rcb,,,,53,8395576,98,8395576,8388664,2
64,rcb,,,,54,8395576,98,8395576,8388664,2
64,rcb,,,,55,8395576,98,8395576,8388664,2
64,rcb,,,,56,8395576,98,8395576,8388664,2
64,rcb,,,,57,8395576,98,8395576,8388664,2
64,rcb,,,,58,8395576,98,8395576,8388664,2
64,rcb,,,,59,8395576,98,8395576,8388664,2
64,rcb,,,,60,8395576,98,8395576,8388664,2
64,rcb,,,,61,8395576,98,8395576,8388664,2
64,rcb,,,,62,8395576,98,8395576,8388664,2
64,rcb,,,,63,8395576,98,8395576,8388664,2
64,rcb,0.25,0.85,1.2,0,16784184,99,16784184,16777272,3
64,rcb,0.25,0.85,1.2,1,16784184,99,16784184,16777272,3
64,rcb,0.25,0.85,1.2,2,16784184,99,16784184,16777272,3
64,rcb,0.25,0.85,1.2,3,16784184,99,16784184,16777272,3
64,rcb,0.25,0.85,1.2,4,16784184,99,16784184,16777272,3
64,rcb,0.25,0.85,1.2,5,16784184,99,16784184,16777272,3
64,rcb,0.25,0.85,1.2,6,16784184,99,16784184,16777272,3
64,rcb,0.25,0.85,1.2,7,16784184,99,16784184,16777272,3
64,rcb,0.25,0.85,1.2,8,16784184,99,16784184,16777272,3
64,rcb,0.25,0.85,1.2,9,16784184,99,16784184,16777272,3
64,rcb,0.25,0.85,1.2,10,16784184,99,16784184,16777272,3
64,rcb,0.25,0.85,1.2,11,16784184,99,16784184,16777272,3
64,rcb,0.25,0.85,1.2,12,16784184,99,16784184,16777272,3
64,rcb,0.25,0.85,1.2,13,16784184,99,16784184,16777272,3
64,rcb,0.25,0.85,1.2,14,16784184,99,16784184,16777272,3
64,rcb,0.25,0.85,1.2,15,16784184,99,16784184,16777272,3
64,rcb,0.25,0.85,1.2,16,16784184,99,16784184,16777272,3
64,rcb,0.25,0.85,1.2,17,16784184,99,16784184,16777272,3
64,rcb,0.25,0.85,1.2,18,16784184,99,16784184,16777272,3
64,rcb,0.25,0.85,1.2,19,16784184,99,16784184,16777272,3
64,rcb,0.25,0.85,1.2,20,16784184,99,16784184,16777272,3
64,rcb,0.25,0.85,1.2,21,16784184,99,16784184,16777272,3
64,rcb,0.25,0.85,1.2,22,16784184,99,16784184,16777272,3
64,rcb,0.25,0.85,1.2,23,16784184,99,16784184,16777272,3
64,rcb,0.25,0.85,1.2,24,16784184,99,16784184,16777272,3
64,rcb,0.25,0.85,1.2,25,16784184,99,16784184,16777272,3
64,rcb,0.25,0.85,1.2,26,16784184,99,16784184,16777272,3
64,rcb,0.25,0.85,1.2,27,16784184,99,16784184,16777272,3
64,rcb,0.25,0.85,1.2,28,16784184,99,16784184,16777272,3
64,rcb,0.25,0.85,1.2,29,16784184,99,16784184,16777272,3
64,rcb,0.25,0.85,1.2,30,16784184,99,16784184,16777272,3
64,rcb,0.25,0.85,1.2,31,16784184,99,16784184,16777272,3
64,rcb,0.25,0.85,1.2,32,16784184,99,16784184,16777272,3
64,rcb,0.25,0.85,1.2,33,16784184,99,16784184,16777272,3
64,rcb,0.25,0.85,1.2,34,16784184,99,16784184,16777272,3
64,rcb,0.25,0.85,1.2,35,16784184,99,16784184,16777272,3
64,rcb,0.25,0.85,1.2,36,16784184,99,16784184,16777272,3
64,rcb,0.25,0.85,1.2,37,16784184,99,16784184,16777272,3
64,rcb,0.25,0.85,1.2,38,16784184,99,16784184,16777272,3
64,rcb,0.25,0.85,1.2,39,16784184,99,16784184,16777272,3
64,rcb,0.25,0.85,1.2,40,16784184,99,16784184,16777272,3
64,rcb,0.25,0.85,1.2,41,16784184,99,16784184,16777272,3
64,rcb,0.25,0.85,1.2,42,16784184,99,16784184,16777272,3
64,rcb,0.25,0.85,1.2,43,16784184,99,16784184,16777272,3
64,rcb,0.25,0.85,1.2,44,16784184,99,16784184,16777272,3
64,rcb,0.25,0.85,1.2,45,16784184,99,16784184,16777272,3
64,rcb,0.25,0.85,1.2,46,16784184,99,16784184,16777272,3
64,rcb,0.25,0.85,1.2,47,16784184,99,16784184,16777272,3
64,rcb,0.25,0.85,1.2,48,16784184,99,16784184,16777272,3
64,rcb,0.25,0.85,1.2,49,16784184,99,16784184,16777272,3
64,rcb,0.25,0.85,1.2,50,16784184,99,16784184,16777272,3
64,rcb,0.25,0.85,1.2,51,16784184,99,16784184,16777272,3
64,rcb,0.25,0.85,1.2,52,16784184,99,16784184,16777272,3
64,rcb,0.25,0.85,1.2,53,16784184,99,16784184,16777272,3
64,rcb,0.25,0.85,1.2,54,16784184,99,16784184,16777272,3
64,rcb,0.25,0.85,1.2,55,16784184,99,16784184,16777272,3
64,rcb,0.25,0.85,1.2,56,16784184,99,16784184,16777272,3
64,rcb,0.25,0.85,1.2,57,16784184,99,16784184,16777272,3
64,rcb,0.25,0.85,1.2,58,16784184,99,16784184,16777272,3
64,rcb,0.25,0.85,1.2,59,16784184,99,16784184,16777272,3
64,rcb,0.25,0.85,1.2,60,16784184,99,16784184,16777272,3
64,rcb,0.25,0.85,1.2,61,16784184,99,16784184,16777272,3
64,rcb,0.25,0.85,1.2,62,16784184,99,16784184,16777272,3
64,rcb,0.25,0.85,1.2,63,16784184,99,16784184,16777272,3
64,rcb,0.25,0.85,1.2,0,16784184,99,16784184,16777272,3
64,rcb,0.25,0.85,1.2,1,16784184,99,16784184,16777272,3
64,rcb,0.25,0.85,1.2,2,16784184,99,16784184,16777272,3
64,rcb,0.25,0.85,1.2,3,16784184,99,16784184,16777272,3
64,rcb,0.25,0.85,1.2,4,16784184,99,16784184,16777272,3
64,rcb,0.25,0.85,1.2,5,16784184,99,16784184,16777272,3
64,rcb,0.25,0.85,1.2,6,16784184,99,16784184,16777272,3
64,rcb,0.25,0.85,1.2,7,16784184,99,16784184,16777272,3
64,rcb,0.25,0.85,1.2,8,16784184,99,16784184,16777272,3
64,rcb,0.25,0.85,1.2,9,16784184,99,16784184,16777272,3
64,rcb,0.25,0.85,1.2,10,16784184,99,16784184,16777272,3
64,rcb,0.25,0.85,1.2,11,16784184,99,16784184,16777272,3
64,rcb,0.25,0.85,1.2,12,16784184,99,16784184,16777272,3
64,rcb,0.25,0.85,1.2,13,16784184,99,16784184,16777272,3
64,rcb,0.25,0.85,1.2,14,16784184,99,16784184,16777272,3
64,rcb,0.25,0.85,1.2,15,16784184,99,16784184,16777272,3
64,rcb,0.25,0.85,1.2,16,16784184,99,16784184,16777272,3
64,rcb,0.25,0.85,1.2,17,16784184,99,16784184,16777272,3
64,rcb,0.25,0.85,1.2,18,16784184,99,16784184,16777272,3
64,rcb,0.25,0.85,1.2,19,16784184,99,16784184,16777272,3
64,rcb,0.25,0.85,1.2,20,16784184,99,16784184,16777272,3
64,rcb,0.25,0.85,1.2,21,16784184,99,16784184,16777272,3
64,rcb,0.25,0.85,1.2,22,16784184,99,16784184,16777272,3
64,rcb,0.25,0.85,1.2,23,16784184,99,16784184,16777272,3
64,rcb,0.25,0.85,1.2,24,16784184,99,16784184,16777272,3
64,rcb,0.25,0.85,1.2,25,16784184,99,16784184,16777272,3
64,rcb,0.25,0.85,1.2,26,16784184,99,16784184,16777272,3
64,rcb,0.25,0.85,1.2,27,16784184,99,16784184,16777272,3
64,rcb,0.25,0.85,1.2,28,16784184,99,16784184,16777272,3
64,rcb,0.25,0.85,1.2,29,16784184,99,16784184,16777272,3
64,rcb,0.25,0.85,1.2,30,16784184,99,16784184,16777272,3
64,rcb,0.25,0.85,1.2,31,16784184,99,16784184,16777272,3
64,rcb,0.25,0.85,1.2,32,16784184,99,16784184,16777272,3
64,rcb,0.25,0.85,1.2,33,16784184,99,16784184,16777272,3
64,rcb,0.25,0.85,1.2,34,16784184,99,16784184,16777272,3
64,rcb,0.25,0.85,1.2,35,16784184,99,16784184,16777272,3
64,rcb,0.25,0.85,1.2,36,16784184,99,16784184,16777272,3
64,rcb,0.25,0.85,1.2,37,16784184,99,16784184,16777272,3
64,rcb,0.25,0.85,1.2,38,16784184,99,16784184,16777272,3
64,rcb,0.25,0.85,1.2,39,16784184,99,16784184,16777272,3
64,rcb,0.25,0.85,1.2,40,16784184,99,16784184,16777272,3
64,rcb,0.25,0.85,1.2,41,16784184,99,16784184,16777272,3
64,rcb,0.25,0.85,1.2,42,16784184,99,16784184,16777272,3
64,rcb,0.25,0.85,1.2,43,16784184,99,16784184,16777272,3
64,rcb,0.25,0.85,1.2,44,16784184,99,16784184,16777272,3
64,rcb,0.25,0.85,1.2,45,16784184,99,16784184,16777272,3
64,rcb,0.25,0.85,1.2,46,16784184,99,16784184,16777272,3
64,rcb,0.25,0.85,1.2,47,16784184,99,16784184,16777272,3
64,rcb,0.25,0.85,1.2,48,16784184,99,16784184,16777272,3
64,rcb,0.25,0.85,1.2,49,16784184,99,16784184,16777272,3
64,rcb,0.25,0.85,1.2,50,16784184,99,16784184,16777272,3
64,rcb,0.25,0.85,1.2,51,16784184,99,16784184,16777272,3
64,rcb,0.25,0.85,1.2,52,16784184,99,16784184,16777272,3
64,rcb,0.25,0.85,1.2,53,16784184,99,16784184,16777272,3
64,rcb,0.25,0.85,1.2,54,16784184,99,16784184,16777272,3
64,rcb,0.25,0.85,1.2,55,16784184,99,16784184,16777272,3
64,rcb,0.25,0.85,1.2,56,16784184,99,16784184,16777272,3
64,rcb,0.25,0.85,1.2,57,16784184,99,16784184,16777272,3
64,rcb,0.25,0.85,1.2,58,16784184,99,16784184,16777272,3
64,rcb,0.25,0.85,1.2,59,16784184,99,16784184,16777272,3
64,rcb,0.25,0.85,1.2,60,16784184,99,16784184,16777272,3
64,rcb,0.25,0.85,1.2,61,16784184,99,16784184,16777272,3
64,rcb,0.25,0.85,1.2,62,16784184,99,16784184,16777272,3
